language,year,month,pushes,pull_requests,issues,issue_comments,stars,forks,creates,contributors,active_repos
Scilab,2023,4,11,0,0,0,0,0,0,2,2
Nasal,2023,4,11,7,0,2,0,0,2,5,4
Cadence,2023,4,11,12,0,0,1,1,4,3,2
Squirrel,2023,4,11,7,2,5,3,1,0,18,10
BitBake,2023,4,11,10,5,16,2,4,7,21,18
ActionScript,2023,4,11,8,0,0,1,0,3,7,5
Raku,2023,4,10,6,0,1,0,0,2,4,4
OpenSCAD,2023,4,10,3,0,4,8,0,5,14,12
YARA,2023,4,10,4,1,1,5,1,0,10,8
DIGITAL Command Language,2023,4,10,1,0,0,1,2,0,4,5
Ren'Py,2023,4,10,9,12,19,4,0,1,20,7
PureBasic,2023,4,9,15,8,11,5,2,2,23,7
BlitzBasic,2023,4,9,4,2,0,0,3,1,4,2
Gherkin,2023,4,9,10,4,5,4,0,1,18,10
DenizenScript,2023,4,9,4,2,3,0,1,2,5,3
Haml,2023,4,9,1,1,6,0,0,1,3,2
Portugol,2023,4,9,3,0,0,1,1,3,3,2
Objective-J,2023,4,8,6,0,0,0,0,0,3,2
Cairo,2023,4,8,6,3,5,4,1,1,13,7
Vyper,2023,4,8,2,0,0,2,0,1,3,2
Logos,2023,4,8,10,3,14,9,0,2,17,8
Ada,2023,4,8,7,1,3,0,1,0,6,6
ASL,2023,4,8,10,0,2,1,3,2,11,8
PureScript,2023,4,8,4,4,1,2,3,2,14,10
Odin,2023,4,8,0,3,2,4,1,0,10,3
DTrace,2023,4,8,9,0,1,1,0,3,4,7
KiCad Layout,2023,4,7,0,6,5,0,0,1,2,1
Dhall,2023,4,7,7,0,1,2,1,2,8,6
V,2023,4,7,8,6,6,13,2,1,26,8
SaltStack,2023,4,6,1,0,0,0,14,3,4,17
Bikeshed,2023,4,6,5,0,6,9,1,0,19,8
Pawn,2023,4,6,6,1,0,1,2,2,4,4
Papyrus,2023,4,6,0,0,0,0,0,0,1,1
WDL,2023,4,6,1,0,0,0,0,1,2,2
ColdFusion,2023,4,6,2,3,0,0,0,2,2,2
F*,2023,4,6,0,0,1,2,0,0,5,4
Objective-C++,2023,4,5,2,3,8,12,1,1,22,9
VBScript,2023,4,5,4,0,2,6,1,2,9,4
GAP,2023,4,5,4,6,7,4,3,0,12,5
Prolog,2023,4,5,9,0,0,3,2,1,8,6
SMT,2023,4,5,3,1,0,1,0,2,5,4
M,2023,4,4,0,0,0,3,0,0,4,2
FreeBasic,2023,4,4,2,0,2,0,0,0,3,4
PostScript,2023,4,4,1,1,1,2,1,2,10,8
Xtend,2023,4,4,2,0,0,0,0,1,2,2
AGS Script,2023,4,4,3,0,2,0,1,0,7,5
Idris,2023,4,4,1,2,3,2,1,0,8,3
AppleScript,2023,4,4,4,1,0,0,0,1,2,2
Forth,2023,4,3,0,1,2,1,0,0,2,2
OpenQASM,2023,4,3,3,0,0,1,0,2,3,2
xBase,2023,4,3,5,3,7,0,0,0,5,3
JetBrains MPS,2023,4,3,2,0,1,0,0,1,4,3
1C Enterprise,2023,4,3,4,1,0,1,1,0,5,5
kvlang,2023,4,3,4,0,0,0,1,0,4,1
Witcher Script,2023,4,3,0,0,0,0,0,0,1,1
LabVIEW,2023,4,3,0,0,0,1,1,0,3,2
Rascal,2023,4,3,2,0,1,0,0,0,2,1
SuperCollider,2023,4,3,3,0,1,0,0,1,3,3
FIRRTL,2023,4,3,2,0,0,0,0,1,2,1
Inno Setup,2023,4,3,1,0,1,1,0,2,5,4
VBA,2023,4,2,3,5,11,5,1,1,10,7
Nushell,2023,4,2,1,0,0,0,0,0,1,1
Chapel,2023,4,2,5,0,9,2,0,0,6,2
Isabelle,2023,4,2,2,0,0,0,0,0,2,2
Beef,2023,4,2,2,0,0,0,0,0,1,1
Gosu,2023,4,2,0,2,0,1,0,0,2,1
ECL,2023,4,2,4,1,1,0,0,0,3,1
RAML,2023,4,2,0,0,0,0,0,2,2,1
Smali,2023,4,2,2,4,16,6,3,0,20,7
MLIR,2023,4,2,3,1,3,0,0,1,8,6
AL,2023,4,2,0,0,0,0,0,0,1,1
GAMS,2023,4,2,2,0,0,1,0,0,3,3
wdl,2023,4,2,2,1,0,0,0,1,1,1
Mermaid,2023,4,2,3,0,2,0,0,0,4,4
FLUX,2023,4,1,0,0,0,0,0,0,1,1
MoonScript,2023,4,1,0,0,0,1,0,0,2,2
BrighterScript,2023,4,1,0,0,0,1,0,1,3,1
RenderScript,2023,4,1,0,0,0,1,0,0,2,2
XQuery,2023,4,1,2,2,4,0,0,2,4,3
Earthly,2023,4,1,2,0,0,7,0,1,8,2
Matlab,2023,4,1,1,0,0,2,0,1,4,3
QMake,2023,4,1,2,0,0,0,0,0,1,1
Meson,2023,4,1,2,0,0,1,0,0,3,3
SWIG,2023,4,1,0,1,0,0,0,0,2,2
CartoCSS,2023,4,1,1,0,1,0,0,0,1,1
Wikitext,2023,4,1,0,0,0,0,0,0,1,1
LookML,2023,4,1,2,0,0,0,1,6,6,3
Modelica,2023,4,1,0,1,0,3,0,0,5,5
RouterOS Script,2023,4,1,2,0,0,0,0,0,2,2
Toit,2023,4,1,2,0,1,0,0,2,1,1
PEG.js,2023,4,1,1,0,0,0,0,0,1,1
Inform 7,2023,4,1,2,0,0,0,1,1,2,2
templ,2023,4,1,0,0,0,1,0,0,2,1
AutoIt,2023,4,1,0,0,2,6,0,0,9,6
jq,2023,4,1,0,0,0,0,0,0,1,1
Io,2023,4,1,1,1,0,0,0,3,2,2
Futhark,2023,4,1,0,0,0,0,0,0,1,1
Standard ML,2023,4,1,4,2,16,0,1,0,7,4
CLIPS,2023,4,1,1,0,0,0,0,0,1,1
Cap'n Proto,2023,4,1,0,0,0,0,0,1,1,1
Fennel,2023,4,1,1,1,0,5,0,0,8,3
POV-Ray SDL,2023,4,1,2,0,0,0,0,1,1,1
eC,2023,4,1,0,0,0,0,0,0,1,1
LSL,2023,4,1,1,0,0,0,0,0,1,1
CodeQL,2023,4,0,6,0,1,4,0,7,10,3
Lasso,2023,4,0,0,0,0,2,1,0,3,1
hoon,2023,4,0,0,2,0,0,0,0,1,1
Valve Data Format,2023,4,0,0,0,1,1,0,0,2,1
Cirru,2023,4,0,1,0,0,0,0,1,1,1
RobotFramework,2023,4,0,0,1,0,0,0,0,1,1
Propeller Spin,2023,4,0,0,1,0,0,0,0,1,1
Macaulay2,2023,4,0,1,0,2,0,0,0,3,1
Nginx,2023,4,0,0,0,0,1,0,0,1,1
SAS,2023,4,0,1,0,0,0,0,1,1,1
Max,2023,4,0,0,0,1,1,0,0,2,2
Component Pascal,2023,4,0,0,0,0,1,0,0,1,1
HiveQL,2023,4,0,0,0,0,0,1,0,1,1
Mercury,2023,4,0,0,1,0,3,1,0,4,3
Common Workflow Language,2023,4,0,0,1,0,0,0,1,2,1
VimL,2023,4,0,0,1,0,9,0,0,10,10
nesC,2023,4,0,0,0,1,0,0,0,1,1
Agda,2023,4,0,1,0,1,0,0,0,3,2
Dogescript,2023,4,0,4,0,1,0,0,3,1,1
NSIS,2023,4,0,0,1,2,3,0,0,6,5
sed,2023,4,0,0,0,0,1,0,0,1,1
MQL5,2023,4,0,0,1,1,0,0,0,2,1
SVG,2023,4,0,0,0,0,3,1,0,4,2
Genshi,2023,4,0,1,0,0,0,0,1,1,1
ASP,2023,4,0,0,0,2,3,0,0,4,2
Pony,2023,4,0,0,0,0,2,0,0,2,1
Protocol Buffer,2023,4,0,0,0,0,5,1,0,5,3
MTML,2023,4,0,0,6,4,0,0,0,2,1
ObjectScript,2023,4,0,1,0,0,0,1,0,1,1
Classic ASP,2023,4,0,0,0,5,9,1,0,14,3
GCC Machine Description,2023,4,0,0,0,0,1,0,0,1,1
COBOL,2023,4,0,1,4,0,0,2,0,2,2
Gnuplot,2023,4,0,0,0,0,0,0,0,1,1
EmberScript,2023,4,0,0,0,0,1,0,0,1,1
q,2023,4,0,0,0,0,1,0,0,1,1
Arduino,2023,4,0,1,0,0,0,2,0,3,1
Perl6,2023,4,0,0,3,1,0,0,0,1,2
Visual Basic,2023,4,0,0,1,1,2,0,0,4,3
HyPhy,2023,4,0,0,0,1,0,0,0,1,1
ANTLR,2023,4,0,0,0,0,1,2,0,4,1
OpenEdge ABL,2023,4,0,0,1,4,18,1,0,22,2
Move,2023,4,0,0,1,0,0,1,0,2,1
Berry,2023,4,0,0,0,0,1,0,0,1,1
Lex,2023,4,0,1,0,0,0,1,0,1,1
KakouneScript,2023,4,0,0,0,0,1,0,0,1,1
Kaitai Struct,2023,4,0,0,0,0,1,0,0,1,1
Procfile,2023,4,0,0,1,0,0,1,0,1,1
XML,2023,4,0,0,1,0,1,0,0,2,1
Thrift,2023,4,0,0,0,3,0,0,0,1,3
PlantUML,2023,4,0,1,0,3,1,0,0,2,1
TLA,2023,4,0,0,0,5,1,0,0,3,1
Gleam,2023,4,0,1,0,0,0,1,0,3,3
Motoko,2023,4,0,0,0,0,0,0,1,1,1
GSC,2023,4,0,0,0,0,1,0,0,1,1
PowerBuilder,2023,4,0,0,0,0,1,0,0,1,1
Awk,2023,4,0,0,1,0,7,1,0,8,4
Antlers,2023,4,0,0,0,0,0,0,1,1,1
AsciiDoc,2023,4,0,0,0,0,1,0,0,1,1
P4,2023,4,0,0,0,0,0,1,0,1,1
ApacheConf,2023,4,0,1,0,0,0,3,0,4,1
Janet,2023,4,0,0,0,1,2,0,0,3,1
VCL,2023,4,0,0,0,0,1,1,0,1,1
SQLPL,2023,4,0,0,0,0,4,9,0,13,2
Oz,2023,4,0,1,0,0,0,1,0,1,1
FORTRAN,2023,4,0,0,1,0,0,0,0,1,1
TypeScript,2023,5,67470,60417,7769,35947,12974,4071,31584,37192,26165
JavaScript,2023,5,57561,46721,5476,20235,10241,3959,20300,33895,23666
Python,2023,5,51574,32730,6967,22145,24577,4827,15923,45509,22722
Java,2023,5,29764,23903,7898,19363,4290,1605,10855,18491,12387
HTML,2023,5,23099,15041,1739,5073,1828,1455,6165,11260,7265
Go,2023,5,19733,24761,2997,20157,7129,1241,15057,16431,10121
C#,2023,5,12383,8302,1844,4598,2885,607,3554,8797,5213
C++,2023,5,12376,8020,2378,8544,5635,1136,3060,14163,6507
Rust,2023,5,10146,7793,1906,6442,4415,459,4224,8434,4659
Shell,2023,5,9946,6653,869,4204,3106,671,3059,7171,3983
PHP,2023,5,9836,7965,1262,3687,1491,538,3598,6095,4896
CSS,2023,5,7092,4456,468,1093,626,451,1816,3549,2268
Kotlin,2023,5,6611,5081,865,2177,1445,190,2599,4215,2793
C,2023,5,6404,4405,1159,4363,3823,768,1384,8576,4196
Ruby,2023,5,5881,6352,534,2360,731,573,3202,3575,3120
Jupyter Notebook,2023,5,5661,2750,437,1098,2713,705,920,5251,2082
Vue,2023,5,4852,4323,492,2009,782,212,2037,2742,2069
SCSS,2023,5,4811,2091,96,761,146,141,841,1464,1054
HCL,2023,5,3752,3150,315,1132,107,106,2326,1041,1189
Swift,2023,5,3608,1868,479,756,910,144,924,2247,1285
Roff,2023,5,2989,2235,7,43,23,9,549,108,64
Dart,2023,5,2777,2361,685,1807,696,257,1085,2477,1430
Dockerfile,2023,5,1945,1679,199,673,186,89,1172,870,851
R,2023,5,1743,562,439,571,130,53,427,928,756
Scala,2023,5,1660,1513,137,719,230,46,850,1088,881
PowerShell,2023,5,1645,1117,263,1861,271,125,368,1063,697
EJS,2023,5,1296,543,20,331,17,9,422,143,397
Lua,2023,5,1274,700,297,633,758,128,229,1449,858
Julia,2023,5,1257,595,125,571,146,26,316,547,496
Svelte,2023,5,1210,975,157,556,422,25,496,852,462
Makefile,2023,5,986,691,102,336,156,37,340,663,514
Smarty,2023,5,964,739,134,468,30,28,894,405,234
Nix,2023,5,943,725,65,404,69,31,180,520,346
DM,2023,5,760,323,43,309,1,11,65,307,165
Jinja,2023,5,710,519,53,183,39,25,270,366,312
Elixir,2023,5,641,520,90,279,144,31,267,439,351
TeX,2023,5,617,333,96,199,218,49,150,570,312
Markdown,2023,5,608,244,369,312,113,48,46,361,138
ShaderLab,2023,5,584,309,16,12,6,3,101,177,93
Solidity,2023,5,544,366,67,133,120,44,160,426,245
MDX,2023,5,493,299,35,180,282,52,124,587,157
Clojure,2023,5,453,152,68,208,122,22,76,327,133
Astro,2023,5,444,443,20,258,37,19,226,197,237
Haskell,2023,5,424,215,79,208,139,21,98,435,245
Groovy,2023,5,423,218,42,160,28,7,129,264,167
OCaml,2023,5,348,184,37,108,48,5,133,206,132
Mustache,2023,5,346,223,32,113,27,27,175,261,158
Blade,2023,5,333,204,27,18,15,6,48,178,128
reStructuredText,2023,5,322,22,3,31,2,4,3,35,6
Handlebars,2023,5,307,228,32,112,6,9,124,184,106
Lean,2023,5,291,64,3,95,7,2,81,56,15
Perl,2023,5,287,153,39,184,70,16,58,327,183
Fortran,2023,5,232,109,47,198,13,8,49,260,151
MATLAB,2023,5,223,107,25,24,16,7,23,139,96
Groff,2023,5,221,0,0,0,0,0,0,1,1
LLVM,2023,5,220,75,33,123,22,10,8,195,19
PLpgSQL,2023,5,207,101,24,42,15,5,63,174,93
Objective-C,2023,5,207,198,60,215,168,56,112,446,243
GDScript,2023,5,186,93,58,23,93,4,40,179,97
Apex,2023,5,182,108,2,8,8,1,52,53,41
SystemVerilog,2023,5,182,103,21,71,7,7,18,73,31
Liquid,2023,5,172,72,6,16,5,4,29,65,34
Adblock Filter List,2023,5,164,39,27,36,8,1,9,56,27
XSLT,2023,5,159,91,10,63,11,4,41,98,69
Nunjucks,2023,5,151,129,6,64,16,3,61,92,75
Assembly,2023,5,147,95,18,56,72,17,24,203,107
Starlark,2023,5,138,124,11,68,24,13,79,122,69
Brainfuck,2023,5,137,90,0,43,10,4,36,24,11
Bicep,2023,5,134,84,10,51,39,49,36,122,53
Batchfile,2023,5,133,118,20,78,121,19,24,233,109
Emacs Lisp,2023,5,133,54,58,140,111,8,23,210,165
CMake,2023,5,126,120,25,130,76,17,40,238,107
JSON,2023,5,125,58,2,13,0,1,14,34,9
Twig,2023,5,124,91,3,35,3,8,44,79,65
Open Policy Agent,2023,5,119,64,9,104,10,7,40,73,20
Hack,2023,5,112,48,1,5,9,3,27,52,24
Jsonnet,2023,5,112,89,25,37,14,12,42,80,46
Less,2023,5,111,88,8,40,10,5,34,68,48
Cuda,2023,5,101,34,14,54,26,4,13,83,32
TSQL,2023,5,97,68,11,30,12,3,24,72,44
Erlang,2023,5,96,64,8,85,26,9,24,111,60
Mathematica,2023,5,92,70,5,5,3,0,30,47,24
PLSQL,2023,5,91,38,2,3,0,1,11,34,20
Nim,2023,5,91,46,10,44,41,4,18,77,46
QML,2023,5,90,63,31,54,16,7,20,74,37
YAML,2023,5,89,59,18,26,8,4,33,55,35
Nextflow,2023,5,86,48,23,48,4,7,21,86,50
Zig,2023,5,83,43,17,57,69,5,16,111,44
Elm,2023,5,82,64,5,29,5,0,38,36,42
Sass,2023,5,81,31,5,8,7,3,14,37,26
F#,2023,5,81,61,6,34,23,2,25,73,64
Smalltalk,2023,5,78,48,25,45,4,3,30,57,37
GLSL,2023,5,77,25,14,23,20,1,11,62,38
Rich Text Format,2023,5,76,55,10,14,4,6,15,49,33
Gherkin,2023,5,74,57,6,26,4,0,33,48,44
Scheme,2023,5,68,27,11,37,14,2,12,45,29
Verilog,2023,5,67,55,12,57,26,0,12,83,48
Vim script,2023,5,66,22,10,35,104,9,12,137,103
Macaulay2,2023,5,65,10,3,7,0,0,1,10,4
Common Lisp,2023,5,65,28,9,16,31,3,14,75,44
Haxe,2023,5,65,38,29,72,13,9,13,75,35
Vim Script,2023,5,64,53,19,196,75,10,18,134,47
Pascal,2023,5,63,59,25,64,38,11,18,106,63
Just,2023,5,59,5,0,0,3,1,4,9,6
CUE,2023,5,59,21,0,8,1,0,11,19,13
Visual Basic .NET,2023,5,59,37,7,23,13,5,13,58,32
Tcl,2023,5,58,41,1,55,2,0,5,37,20
Pug,2023,5,54,36,0,10,5,3,22,32,21
Coq,2023,5,54,18,2,20,7,1,6,48,23
SMT,2023,5,53,3,0,0,1,0,0,3,3
RobotFramework,2023,5,50,26,2,17,1,1,7,20,14
Stylus,2023,5,49,26,5,16,8,3,9,41,30
PostScript,2023,5,48,5,2,4,2,1,1,17,14
SaltStack,2023,5,46,27,2,17,0,0,7,19,33
mcfunction,2023,5,46,12,9,5,1,1,3,19,17
Ballerina,2023,5,42,58,4,30,0,1,19,32,33
Move,2023,5,41,14,3,1,3,1,10,16,8
Squirrel,2023,5,41,10,2,4,3,0,5,19,13
Ren'Py,2023,5,41,31,9,5,3,2,0,22,11
PureScript,2023,5,38,16,2,10,3,2,10,38,10
Agda,2023,5,38,17,5,12,6,0,10,30,13
VHDL,2023,5,37,24,4,10,7,1,7,36,26
WebAssembly,2023,5,37,16,4,17,9,1,7,26,17
Puppet,2023,5,36,21,1,5,0,2,22,27,19
FreeMarker,2023,5,36,14,3,6,0,0,7,14,10
SQF,2023,5,35,12,2,1,0,0,7,18,12
BitBake,2023,5,35,17,6,24,6,3,16,45,29
Fluent,2023,5,33,7,1,3,2,0,3,14,4
Text,2023,5,33,6,7,5,5,0,3,14,3
Processing,2023,5,33,9,0,2,1,0,1,10,5
RPGLE,2023,5,32,2,0,0,0,0,1,1,1
ABAP,2023,5,32,19,6,14,5,0,12,17,12
SWIG,2023,5,32,13,3,14,0,1,2,11,6
ReScript,2023,5,31,14,4,15,2,0,5,17,12
Bikeshed,2023,5,30,30,16,49,9,3,8,56,18
MLIR,2023,5,30,11,2,4,3,2,5,24,8
GAP,2023,5,27,22,2,15,4,1,9,23,16
AMPL,2023,5,27,14,2,5,3,1,9,21,12
AutoHotkey,2023,5,26,4,5,4,6,2,0,22,17
Racket,2023,5,26,13,3,5,4,1,0,22,17
ASP.NET,2023,5,26,21,0,4,2,5,2,17,12
Prolog,2023,5,24,1,1,2,1,0,0,10,6
XQuery,2023,5,24,9,2,10,1,0,1,11,8
CodeQL,2023,5,24,17,0,8,3,1,6,28,9
wdl,2023,5,23,9,2,4,0,0,2,14,8
Crystal,2023,5,22,34,9,38,21,1,13,57,27
CoffeeScript,2023,5,21,36,24,35,38,4,22,72,48
LookML,2023,5,20,10,0,0,0,1,5,7,5
RAML,2023,5,20,2,1,6,0,0,4,14,6
1C Enterprise,2023,5,20,14,4,1,3,3,6,14,10
Modelica,2023,5,19,14,8,29,1,2,4,28,11
UnrealScript,2023,5,19,7,1,7,3,1,0,15,9
Objective-C++,2023,5,18,30,4,14,15,2,9,43,17
Cairo,2023,5,17,7,1,6,7,5,7,24,12
AGS Script,2023,5,17,9,2,9,0,0,3,12,7
ColdFusion,2023,5,16,7,16,7,0,2,10,15,7
Xtend,2023,5,16,9,0,0,0,1,9,14,8
SuperCollider,2023,5,16,3,0,0,0,1,0,4,3
AL,2023,5,16,13,80,78,1,2,7,23,8
Motoko,2023,5,16,8,8,3,0,0,5,8,4
PureBasic,2023,5,16,10,3,5,7,1,4,22,7
BrighterScript,2023,5,15,8,2,3,3,2,4,8,4
Haml,2023,5,14,7,1,3,0,0,2,8,4
HLSL,2023,5,14,7,4,7,9,0,1,25,9
Cadence,2023,5,14,11,0,5,0,0,4,14,8
Mermaid,2023,5,14,5,2,2,0,0,0,9,5
Vala,2023,5,13,4,3,9,22,1,3,35,24
ZenScript,2023,5,13,13,14,19,3,0,3,25,9
Rebol,2023,5,13,4,0,0,0,0,5,2,2
Meson,2023,5,13,6,0,8,0,0,2,7,3
COBOL,2023,5,13,6,0,3,2,1,1,7,2
Cython,2023,5,13,10,8,5,4,1,1,17,12
DIGITAL Command Language,2023,5,13,23,1,2,1,1,7,7,6
F*,2023,5,13,8,0,1,0,1,2,10,4
WDL,2023,5,12,4,0,1,0,0,2,8,5
D,2023,5,12,16,5,26,18,10,3,54,29
Nasal,2023,5,12,8,3,3,0,0,0,3,2
Yacc,2023,5,11,12,0,0,2,0,2,8,6
ASL,2023,5,11,1,0,1,1,1,0,8,7
Visual Basic,2023,5,11,0,1,2,5,2,0,11,9
Chapel,2023,5,11,12,6,10,1,1,3,13,2
Stata,2023,5,10,3,3,4,0,0,2,10,8
Matlab,2023,5,10,0,1,1,2,5,2,14,10
Scilab,2023,5,10,4,0,3,0,0,1,4,2
IGOR Pro,2023,5,10,2,2,2,0,0,0,6,2
IDL,2023,5,10,1,0,1,0,1,0,6,5
SourcePawn,2023,5,10,6,2,2,4,0,1,15,14
Reason,2023,5,9,6,33,2,6,1,4,17,7
Bluespec,2023,5,9,2,0,0,1,0,1,6,4
M4,2023,5,9,1,0,3,1,0,0,6,3
BASIC,2023,5,9,8,7,2,0,0,0,3,1
Awk,2023,5,8,2,2,1,3,0,1,6,6
Boogie,2023,5,8,7,0,0,0,0,3,2,1
ActionScript,2023,5,8,1,0,0,5,0,2,9,6
Standard ML,2023,5,7,3,5,6,3,0,0,13,9
XML,2023,5,7,7,0,4,0,1,0,12,3
SQL,2023,5,7,0,0,0,1,0,0,3,3
ANTLR,2023,5,7,13,0,3,2,2,6,10,4
Slim,2023,5,7,6,0,1,1,0,0,5,4
Idris,2023,5,7,12,1,4,6,0,3,17,9
Gleam,2023,5,7,2,1,2,2,0,2,9,6
GAMS,2023,5,7,12,0,1,0,0,2,5,3
Ada,2023,5,7,2,1,2,0,1,1,7,8
Mercury,2023,5,7,0,0,0,2,0,0,3,2
G-code,2023,5,7,9,0,1,1,0,2,7,4
Smali,2023,5,6,2,3,4,5,1,1,12,7
PowerBuilder,2023,5,6,1,3,5,0,0,0,9,2
VBScript,2023,5,6,3,1,1,3,0,0,8,4
BlitzBasic,2023,5,6,0,0,0,1,0,0,3,2
Fennel,2023,5,6,12,0,1,3,0,5,6,3
LabVIEW,2023,5,6,7,3,2,1,0,2,9,5
Inno Setup,2023,5,6,3,0,0,3,0,2,7,5
hoon,2023,5,6,2,0,0,0,0,2,4,3
JetBrains MPS,2023,5,6,7,4,4,0,0,3,11,6
NetLogo,2023,5,5,0,0,0,0,0,1,1,1
Visual Basic 6.0,2023,5,5,1,0,0,0,0,1,4,3
Raku,2023,5,5,4,0,3,2,0,1,7,5
VBA,2023,5,5,8,43,25,5,3,3,13,9
Factor,2023,5,5,0,0,0,0,0,0,1,1
Gosu,2023,5,5,7,8,1,1,0,0,4,3
Common Workflow Language,2023,5,5,3,0,3,0,0,5,7,5
GSC,2023,5,5,0,0,0,0,0,0,1,1
Protocol Buffer,2023,5,4,0,1,1,5,2,0,10,3
RouterOS Script,2023,5,4,4,0,0,2,0,0,5,3
AngelScript,2023,5,4,3,1,1,0,2,0,5,4
OpenSCAD,2023,5,4,3,0,0,5,0,0,8,7
Witcher Script,2023,5,4,5,0,0,0,0,0,2,2
AutoIt,2023,5,4,5,3,3,5,0,0,10,8
mIRC Script,2023,5,4,2,1,0,0,0,0,3,2
ECL,2023,5,3,10,4,16,0,0,0,7,1
Web Ontology Language,2023,5,3,0,4,4,0,0,0,3,1
ObjectScript,2023,5,3,4,5,9,1,1,3,8,2
Clean,2023,5,3,2,0,0,0,0,1,2,1
V,2023,5,3,8,5,6,11,1,0,21,7
DTrace,2023,5,3,4,0,1,1,0,2,4,5
Isabelle,2023,5,3,1,0,2,1,1,0,8,5
OpenQASM,2023,5,3,5,0,0,0,0,5,2,2
xBase,2023,5,3,2,4,1,1,0,0,6,4
MQL5,2023,5,3,0,0,0,3,0,5,4,3
Papyrus,2023,5,3,2,0,0,1,1,2,3,2
YARA,2023,5,3,1,0,2,13,1,1,18,6
Objective-J,2023,5,3,1,0,1,0,1,0,4,4
SAS,2023,5,3,3,0,0,0,0,1,3,3
QuickBASIC,2023,5,3,0,0,0,0,0,0,1,1
Monkey C,2023,5,3,10,0,4,0,0,1,5,5
Odin,2023,5,3,3,1,4,2,0,0,7,2
NASL,2023,5,2,0,0,0,1,0,0,2,2
Dhall,2023,5,2,3,0,0,4,0,3,7,7
FORTRAN,2023,5,2,2,0,2,0,0,0,3,2
jq,2023,5,2,3,0,0,0,0,2,3,2
API Blueprint,2023,5,2,6,0,5,0,1,0,5,2
Latte,2023,5,2,2,0,1,0,0,1,2,2
Pact,2023,5,2,0,0,4,0,0,1,3,1
Zeek,2023,5,2,0,0,1,1,0,2,4,3
Game Maker Language,2023,5,2,2,3,0,2,1,0,7,6
SQLPL,2023,5,2,0,0,0,7,3,0,11,3
nesC,2023,5,2,0,1,0,1,0,1,6,3
Pony,2023,5,2,3,0,0,0,0,2,1,1
LilyPond,2023,5,2,0,0,0,1,0,0,2,2
Marko,2023,5,2,2,0,2,0,0,0,2,2
Brightscript,2023,5,2,4,0,0,0,0,6,3,1
EmberScript,2023,5,2,2,0,3,0,0,0,2,1
mupad,2023,5,2,0,0,0,0,0,1,1,1
Red,2023,5,2,0,0,0,1,0,1,3,2
eC,2023,5,2,0,0,0,0,0,0,2,2
sed,2023,5,2,5,7,1,0,0,1,3,2
REXX,2023,5,2,0,0,8,0,0,0,5,2
P4,2023,5,2,0,0,0,1,0,0,2,2
Max,2023,5,2,0,0,0,1,0,0,2,2
ImageJ Macro,2023,5,1,0,0,0,0,0,0,1,1
Fantom,2023,5,1,2,0,0,0,0,0,2,1
Gnuplot,2023,5,1,0,0,1,0,0,0,2,2
Stan,2023,5,1,0,0,3,2,0,2,6,1
Ink,2023,5,1,0,0,0,0,0,0,1,1
Io,2023,5,1,1,0,2,0,0,1,4,1
Ring,2023,5,1,0,0,0,2,0,0,3,1
Classic ASP,2023,5,1,0,0,1,5,1,1,9,5
XC,2023,5,1,1,0,0,0,0,0,3,1
Vim Snippet,2023,5,1,0,0,0,1,0,0,2,2
WGSL,2023,5,1,0,0,0,0,0,0,1,1
FIRRTL,2023,5,1,1,0,0,0,0,0,2,1
OpenEdge ABL,2023,5,1,2,1,1,6,0,3,10,3
Clarity,2023,5,1,2,0,0,0,0,0,1,1
Logos,2023,5,1,1,1,1,4,4,2,11,7
Arc,2023,5,1,2,0,0,0,0,0,2,2
ASP,2023,5,1,0,0,0,0,0,0,1,1
YASnippet,2023,5,1,2,0,0,0,0,1,1,1
HiveQL,2023,5,1,3,0,0,0,0,1,1,1
PEG.js,2023,5,1,2,1,0,1,0,1,2,1
TLA,2023,5,1,1,0,0,0,0,0,1,1
Janet,2023,5,1,0,1,0,0,0,0,1,1
FreeBasic,2023,5,1,1,0,6,2,0,0,5,2
DataWeave,2023,5,1,0,0,0,0,0,1,1,1
templ,2023,5,1,0,0,0,1,0,0,2,1
q,2023,5,0,0,2,5,3,1,1,7,5
Luau,2023,5,0,0,0,0,0,1,0,1,1
GCC Machine Description,2023,5,0,1,0,5,0,0,0,3,2
NWScript,2023,5,0,1,0,0,0,0,0,1,1
PlantUML,2023,5,0,0,0,0,3,0,0,3,1
Vyper,2023,5,0,1,0,0,2,0,0,3,3
ChucK,2023,5,0,0,0,0,1,0,0,1,1
VCL,2023,5,0,0,0,0,0,0,1,1,1
Augeas,2023,5,0,0,0,0,1,0,0,1,1
RPC,2023,5,0,0,1,1,0,0,0,1,1
Typst,2023,5,0,0,0,0,5,0,0,5,2
Dafny,2023,5,0,0,0,0,0,0,0,1,1
Lex,2023,5,0,0,1,1,0,0,0,1,1
CWeb,2023,5,0,4,0,2,0,0,2,1,1
Pawn,2023,5,0,0,0,0,1,0,0,1,1
Forth,2023,5,0,1,1,1,0,0,0,1,1
AppleScript,2023,5,0,0,0,0,1,0,0,1,1
Nginx,2023,5,0,0,0,0,1,0,0,1,1
Frege,2023,5,0,0,0,0,1,0,0,1,1
BlitzMax,2023,5,0,1,0,0,0,0,0,1,1
Cap'n Proto,2023,5,0,3,0,0,0,0,0,2,1
